year,Region,Region_Desc,Management_Area,Number_Fish,Landed_Weight_lbs,Species_Code,Species_Name
1985,1,Southeastern Region,A,64123,939049,410,chinook_salmon
1985,1,Southeastern Region,A,669776,4383880,420,sockeye_salmon
1985,1,Southeastern Region,A,855866,7455153,430,coho_salmon
1985,1,Southeastern Region,A,8068192,24560693,440,pink_salmon
1985,1,Southeastern Region,A,1121229,10742626,450,chum_salmon
1985,1,Southeastern Region,B,57273,949680,410,chinook_salmon
1985,1,Southeastern Region,B,845106,4973842,420,sockeye_salmon
1985,1,Southeastern Region,B,827450,6222278,430,coho_salmon
1985,1,Southeastern Region,B,27547684,89248578,440,pink_salmon
1985,1,Southeastern Region,B,1262381,11306961,450,chum_salmon
1985,1,Southeastern Region,C,35457,436125,410,chinook_salmon
1985,1,Southeastern Region,C,305466,1893226,420,sockeye_salmon
1985,1,Southeastern Region,C,193374,1510965,430,coho_salmon
1985,1,Southeastern Region,C,8723321,26998291,440,pink_salmon
1985,1,Southeastern Region,C,275541,2353512,450,chum_salmon
1985,1,Southeastern Region,D,98770,1727943,410,chinook_salmon
1985,1,Southeastern Region,D,32417,202873,420,sockeye_salmon
1985,1,Southeastern Region,D,717443,5166367,430,coho_salmon
1985,1,Southeastern Region,D,7094502,22831801,440,pink_salmon
1985,1,Southeastern Region,D,614527,5132857,450,chum_salmon
1985,2,Central Region,E,43529,1198057,410,chinook_salmon
1985,2,Central Region,E,1450171,8752895,420,sockeye_salmon
1985,2,Central Region,E,1024553,10415128,430,coho_salmon
1985,2,Central Region,E,25129419,88273975,440,pink_salmon
1985,2,Central Region,E,1297472,10826793,450,chum_salmon
1985,2,Central Region,H,25097,694828,410,chinook_salmon
1985,2,Central Region,H,4338826,24232766,420,sockeye_salmon
1985,2,Central Region,H,676706,4897687,430,coho_salmon
1985,2,Central Region,H,1317545,4590112,440,pink_salmon
1985,2,Central Region,H,803487,6129973,450,chum_salmon
1985,2,Central Region,T,120412,2191157,410,chinook_salmon
1985,2,Central Region,T,23695300,136229510,420,sockeye_salmon
1985,2,Central Region,T,162822,1324352,430,coho_salmon
1985,2,Central Region,T,457,1798,440,pink_salmon
1985,2,Central Region,T,1068141,6835186,450,chum_salmon
1985,3,A-Y-K Region,W,74030,1256046,410,chinook_salmon
1985,3,A-Y-K Region,W,121218,848710,420,sockeye_salmon
1985,3,A-Y-K Region,W,382041,2859269,430,coho_salmon
1985,3,A-Y-K Region,W,111,405,440,pink_salmon
1985,3,A-Y-K Region,W,224753,1587602,450,chum_salmon
1985,3,A-Y-K Region,X,63,1106,410,chinook_salmon
1985,3,A-Y-K Region,X,521373,4528131,450,chum_salmon
1985,3,A-Y-K Region,Y,143969,2923142,410,chinook_salmon
1985,3,A-Y-K Region,Y,46198,340235,430,coho_salmon
1985,3,A-Y-K Region,Y,643354,4505943,450,chum_salmon
1985,3,A-Y-K Region,Z,19491,419331,410,chinook_salmon
1985,3,A-Y-K Region,Z,166,1155,420,sockeye_salmon
1985,3,A-Y-K Region,Z,21927,169195,430,coho_salmon
1985,3,A-Y-K Region,Z,3647,11458,440,pink_salmon
1985,3,A-Y-K Region,Z,134878,939534,450,chum_salmon
1985,4,Westward Region,K,4970,96106,410,chinook_salmon
1985,4,Westward Region,K,1842731,8734723,420,sockeye_salmon
1985,4,Westward Region,K,284166,2519566,430,coho_salmon
1985,4,Westward Region,K,7334825,26764307,440,pink_salmon
1985,4,Westward Region,K,430757,3399190,450,chum_salmon
1985,4,Westward Region,L,1877,44625,410,chinook_salmon
1985,4,Westward Region,L,916627,5415817,420,sockeye_salmon
1985,4,Westward Region,L,191162,1709637,430,coho_salmon
1985,4,Westward Region,L,160128,643731,440,pink_salmon
1985,4,Westward Region,L,22805,145276,450,chum_salmon
1985,4,Westward Region,M,30210,588718,410,chinook_salmon
1985,4,Westward Region,M,4743247,25833839,420,sockeye_salmon
1985,4,Westward Region,M,348632,2721395,430,coho_salmon
1985,4,Westward Region,M,4434160,18028534,440,pink_salmon
1985,4,Westward Region,M,2029532,14119298,450,chum_salmon
1986,1,Southeastern Region,A,61714,1029619,410,chinook_salmon
1986,1,Southeastern Region,A,521960,3632796,420,sockeye_salmon
1986,1,Southeastern Region,A,533769,4499158,430,coho_salmon
1986,1,Southeastern Region,A,353927,1094332,440,pink_salmon
1986,1,Southeastern Region,A,542592,5300952,450,chum_salmon
1986,1,Southeastern Region,B,53490,871100,410,chinook_salmon
1986,1,Southeastern Region,B,746072,4542984,420,sockeye_salmon
1986,1,Southeastern Region,B,1260510,9587783,430,coho_salmon
1986,1,Southeastern Region,B,43198415,144041946,440,pink_salmon
1986,1,Southeastern Region,B,1698337,14820803,450,chum_salmon
1986,1,Southeastern Region,C,26844,358316,410,chinook_salmon
1986,1,Southeastern Region,C,157143,990798,420,sockeye_salmon
1986,1,Southeastern Region,C,308598,2581278,430,coho_salmon
1986,1,Southeastern Region,C,1834791,6048739,440,pink_salmon
1986,1,Southeastern Region,C,317020,2694133,450,chum_salmon
1986,1,Southeastern Region,D,122057,2236950,410,chinook_salmon
1986,1,Southeastern Region,D,14647,74414,420,sockeye_salmon
1986,1,Southeastern Region,D,1299766,9174566,430,coho_salmon
1986,1,Southeastern Region,D,326026,999381,440,pink_salmon
1986,1,Southeastern Region,D,799123,6826322,450,chum_salmon
1986,2,Central Region,E,42128,1086579,410,chinook_salmon
1986,2,Central Region,E,1288213,7880559,420,sockeye_salmon
1986,2,Central Region,E,423591,4064874,430,coho_salmon
1986,2,Central Region,E,10516575,32044388,440,pink_salmon
1986,2,Central Region,E,1684743,14065187,450,chum_salmon
1986,2,Central Region,H,40052,1033820,410,chinook_salmon
1986,2,Central Region,H,5026933,28669984,420,sockeye_salmon
1986,2,Central Region,H,775438,5007410,430,coho_salmon
1986,2,Central Region,H,2709251,9646018,440,pink_salmon
1986,2,Central Region,H,1217505,9087719,450,chum_salmon
1986,2,Central Region,T,93716,1745722,410,chinook_salmon
1986,2,Central Region,T,15776065,95817057,420,sockeye_salmon
1986,2,Central Region,T,182075,1223792,430,coho_salmon
1986,2,Central Region,T,401287,1411645,440,pink_salmon
1986,2,Central Region,T,1227135,7978359,450,chum_salmon
1986,3,A-Y-K Region,W,44971,762435,410,chinook_salmon
1986,3,A-Y-K Region,W,141952,1015690,420,sockeye_salmon
1986,3,A-Y-K Region,W,736331,4713029,430,coho_salmon
1986,3,A-Y-K Region,W,16559,57498,440,pink_salmon
1986,3,A-Y-K Region,W,349086,2363560,450,chum_salmon
1986,3,A-Y-K Region,X,101,1657,410,chinook_salmon
1986,3,A-Y-K Region,X,261436,2271320,450,chum_salmon
1986,3,A-Y-K Region,Y,96789,1962244,410,chinook_salmon
1986,3,A-Y-K Region,Y,46756,296497,430,coho_salmon
1986,3,A-Y-K Region,Y,790003,5496727,450,chum_salmon
1986,3,A-Y-K Region,Z,6395,133161,410,chinook_salmon
1986,3,A-Y-K Region,Z,233,1765,420,sockeye_salmon
1986,3,A-Y-K Region,Z,35624,245568,430,coho_salmon
1986,3,A-Y-K Region,Z,,133319,440,pink_salmon
1986,3,A-Y-K Region,Z,146917,1011824,450,chum_salmon
1986,4,Westward Region,K,4381,66901,410,chinook_salmon
1986,4,Westward Region,K,3188049,18533328,420,sockeye_salmon
1986,4,Westward Region,K,168690,1464701,430,coho_salmon
1986,4,Westward Region,K,11809223,43179670,440,pink_salmon
1986,4,Westward Region,K,1134397,8450520,450,chum_salmon
1986,4,Westward Region,L,3037,66772,410,chinook_salmon
1986,4,Westward Region,L,1645834,11254860,420,sockeye_salmon
1986,4,Westward Region,L,116633,867195,430,coho_salmon
1986,4,Westward Region,L,647125,2374311,440,pink_salmon
1986,4,Westward Region,L,176640,1304418,450,chum_salmon
1986,4,Westward Region,M,17340,300187,410,chinook_salmon
1986,4,Westward Region,M,3694526,22111517,420,sockeye_salmon
1986,4,Westward Region,M,400055,2838267,430,coho_salmon
1986,4,Westward Region,M,4096738,13860007,440,pink_salmon
1986,4,Westward Region,M,2059686,14681939,450,chum_salmon
1987,1,Southeastern Region,A,50891,778056,410,chinook_salmon
1987,1,Southeastern Region,A,803115,5556146,420,sockeye_salmon
1987,1,Southeastern Region,A,483938,3715145,430,coho_salmon
1987,1,Southeastern Region,A,3242481,11237576,440,pink_salmon
1987,1,Southeastern Region,A,765797,7243947,450,chum_salmon
1987,1,Southeastern Region,B,50729,856160,410,chinook_salmon
1987,1,Southeastern Region,B,392404,2462537,420,sockeye_salmon
1987,1,Southeastern Region,B,560871,3797828,430,coho_salmon
1987,1,Southeastern Region,B,4138044,16399142,440,pink_salmon
1987,1,Southeastern Region,B,1121729,10074352,450,chum_salmon
1987,1,Southeastern Region,C,38347,530124,410,chinook_salmon
1987,1,Southeastern Region,C,154051,1030365,420,sockeye_salmon
1987,1,Southeastern Region,C,74361,527969,430,coho_salmon
1987,1,Southeastern Region,C,1541615,5653761,440,pink_salmon
1987,1,Southeastern Region,C,138949,1173836,450,chum_salmon
1987,1,Southeastern Region,D,147750,2780014,410,chinook_salmon
1987,1,Southeastern Region,D,22048,118317,420,sockeye_salmon
1987,1,Southeastern Region,D,421670,2786602,430,coho_salmon
1987,1,Southeastern Region,D,1271470,4398291,440,pink_salmon
1987,1,Southeastern Region,D,690984,5580816,450,chum_salmon
1987,2,Central Region,E,42045,1141859,410,chinook_salmon
1987,2,Central Region,E,1741868,11669332,420,sockeye_salmon
1987,2,Central Region,E,168637,1406529,430,coho_salmon
1987,2,Central Region,E,26372674,91909108,440,pink_salmon
1987,2,Central Region,E,1951110,15156271,450,chum_salmon
1987,2,Central Region,H,40619,1164775,410,chinook_salmon
1987,2,Central Region,H,9718105,64916188,420,sockeye_salmon
1987,2,Central Region,H,464104,3072640,430,coho_salmon
1987,2,Central Region,H,310820,1085553,440,pink_salmon
1987,2,Central Region,H,508321,3799332,450,chum_salmon
1987,2,Central Region,T,75399,1514742,410,chinook_salmon
1987,2,Central Region,T,16068775,95778723,420,sockeye_salmon
1987,2,Central Region,T,65403,456227,430,coho_salmon
1987,2,Central Region,T,57,219,440,pink_salmon
1987,2,Central Region,T,1529142,9887048,450,chum_salmon
1987,3,A-Y-K Region,W,64702,981164,410,chinook_salmon
1987,3,A-Y-K Region,W,170391,1276671,420,sockeye_salmon
1987,3,A-Y-K Region,W,478434,3455229,430,coho_salmon
1987,3,A-Y-K Region,W,163,608,440,pink_salmon
1987,3,A-Y-K Region,W,599639,4083420,450,chum_salmon
1987,3,A-Y-K Region,X,44,597,410,chinook_salmon
1987,3,A-Y-K Region,X,109467,900405,450,chum_salmon
1987,3,A-Y-K Region,Y,129313,2804581,410,chinook_salmon
1987,3,A-Y-K Region,Y,405268,2762990,450,chum_salmon
1987,3,A-Y-K Region,Z,7080,141494,410,chinook_salmon
1987,3,A-Y-K Region,Z,207,1409,420,sockeye_salmon
1987,3,A-Y-K Region,Z,24311,177806,430,coho_salmon
1987,3,A-Y-K Region,Z,2260,6691,440,pink_salmon
1987,3,A-Y-K Region,Z,102501,731930,450,chum_salmon
1987,4,Westward Region,K,4612,59083,410,chinook_salmon
1987,4,Westward Region,K,1793271,11264434,420,sockeye_salmon
1987,4,Westward Region,K,192695,1622179,430,coho_salmon
1987,4,Westward Region,K,4920772,17891611,440,pink_salmon
1987,4,Westward Region,K,680992,5327736,450,chum_salmon
1987,4,Westward Region,L,2651,49482,410,chinook_salmon
1987,4,Westward Region,L,1898159,13997077,420,sockeye_salmon
1987,4,Westward Region,L,150414,1189803,430,coho_salmon
1987,4,Westward Region,L,246775,899560,440,pink_salmon
1987,4,Westward Region,L,127261,943941,450,chum_salmon
1987,4,Westward Region,M,23360,434501,410,chinook_salmon
1987,4,Westward Region,M,2659263,16703220,420,sockeye_salmon
1987,4,Westward Region,M,396904,3019554,430,coho_salmon
1987,4,Westward Region,M,1212042,4237560,440,pink_salmon
1987,4,Westward Region,M,1744583,12333796,450,chum_salmon
1988,1,Southeastern Region,A,45727,802471,410,chinook_salmon
1988,1,Southeastern Region,A,560507,3811144,420,sockeye_salmon
1988,1,Southeastern Region,A,552100,5121777,430,coho_salmon
1988,1,Southeastern Region,A,1127272,3941645,440,pink_salmon
1988,1,Southeastern Region,A,790319,7692831,450,chum_salmon
1988,1,Southeastern Region,B,60259,1005099,410,chinook_salmon
1988,1,Southeastern Region,B,789554,4350129,420,sockeye_salmon
1988,1,Southeastern Region,B,293318,2146920,430,coho_salmon
1988,1,Southeastern Region,B,8829199,28549349,440,pink_salmon
1988,1,Southeastern Region,B,1984692,17846772,450,chum_salmon
1988,1,Southeastern Region,C,31105,441918,410,chinook_salmon
1988,1,Southeastern Region,C,102527,646128,420,sockeye_salmon
1988,1,Southeastern Region,C,60031,468433,430,coho_salmon
1988,1,Southeastern Region,C,650629,2200537,440,pink_salmon
1988,1,Southeastern Region,C,284747,2367280,450,chum_salmon
1988,1,Southeastern Region,D,106314,2099139,410,chinook_salmon
1988,1,Southeastern Region,D,5780,32689,420,sockeye_salmon
1988,1,Southeastern Region,D,141126,1083251,430,coho_salmon
1988,1,Southeastern Region,D,565390,1827400,440,pink_salmon
1988,1,Southeastern Region,D,475416,3978586,450,chum_salmon
1988,2,Central Region,E,31804,836301,410,chinook_salmon
1988,2,Central Region,E,768244,4725722,420,sockeye_salmon
1988,2,Central Region,E,472330,4568889,430,coho_salmon
1988,2,Central Region,E,9643484,34015946,440,pink_salmon
1988,2,Central Region,E,1809375,15482402,450,chum_salmon
1988,2,Central Region,H,30774,889169,410,chinook_salmon
1988,2,Central Region,H,7164900,46829906,420,sockeye_salmon
1988,2,Central Region,H,568509,4022110,430,coho_salmon
1988,2,Central Region,H,1395764,4570645,440,pink_salmon
1988,2,Central Region,H,1034806,8504953,450,chum_salmon
1988,2,Central Region,T,45345,843792,410,chinook_salmon
1988,2,Central Region,T,13989457,87708266,420,sockeye_salmon
1988,2,Central Region,T,202698,1510971,430,coho_salmon
1988,2,Central Region,T,955587,3417188,440,pink_salmon
1988,2,Central Region,T,1469644,10199590,450,chum_salmon
1988,3,A-Y-K Region,W,74613,1055270,410,chinook_salmon
1988,3,A-Y-K Region,W,150458,1110864,420,sockeye_salmon
1988,3,A-Y-K Region,W,626145,4479536,430,coho_salmon
1988,3,A-Y-K Region,W,37670,132544,440,pink_salmon
1988,3,A-Y-K Region,W,1446504,9954692,450,chum_salmon
1988,3,A-Y-K Region,X,152,2120,410,chinook_salmon
1988,3,A-Y-K Region,X,352833,3059615,450,chum_salmon
1988,3,A-Y-K Region,Y,97706,1917075,410,chinook_salmon
1988,3,A-Y-K Region,Y,74280,542113,430,coho_salmon
1988,3,A-Y-K Region,Y,,3166,440,pink_salmon
1988,3,A-Y-K Region,Y,1177236,8317796,450,chum_salmon
1988,3,A-Y-K Region,Z,4096,67148,410,chinook_salmon
1988,3,A-Y-K Region,Z,1252,8588,420,sockeye_salmon
1988,3,A-Y-K Region,Z,37247,280658,430,coho_salmon
1988,3,A-Y-K Region,Z,74604,226966,440,pink_salmon
1988,3,A-Y-K Region,Z,107967,767168,450,chum_salmon
1988,4,Westward Region,K,22394,296062,410,chinook_salmon
1988,4,Westward Region,K,2700611,15485286,420,sockeye_salmon
1988,4,Westward Region,K,303312,2568883,430,coho_salmon
1988,4,Westward Region,K,14267331,53973921,440,pink_salmon
1988,4,Westward Region,K,1426966,12692768,450,chum_salmon
1988,4,Westward Region,L,7296,128880,410,chinook_salmon
1988,4,Westward Region,L,792416,5690165,420,sockeye_salmon
1988,4,Westward Region,L,370420,2889427,430,coho_salmon
1988,4,Westward Region,L,2997159,10723505,440,pink_salmon
1988,4,Westward Region,L,267775,2196377,450,chum_salmon
1988,4,Westward Region,M,27880,476182,410,chinook_salmon
1988,4,Westward Region,M,3006082,18115103,420,sockeye_salmon
1988,4,Westward Region,M,739506,5555378,430,coho_salmon
1988,4,Westward Region,M,7293175,25928834,440,pink_salmon
1988,4,Westward Region,M,2302034,17256923,450,chum_salmon
1989,1,Southeastern Region,A,74718,1450953,410,chinook_salmon
1989,1,Southeastern Region,A,943499,6259243,420,sockeye_salmon
1989,1,Southeastern Region,A,767425,5851805,430,coho_salmon
1989,1,Southeastern Region,A,6607011,22704756,440,pink_salmon
1989,1,Southeastern Region,A,340888,3201879,450,chum_salmon
1989,1,Southeastern Region,B,65855,1303447,410,chinook_salmon
1989,1,Southeastern Region,B,910354,5606253,420,sockeye_salmon
1989,1,Southeastern Region,B,644755,4277696,430,coho_salmon
1989,1,Southeastern Region,B,42098988,144053788,440,pink_salmon
1989,1,Southeastern Region,B,1153056,11545466,450,chum_salmon
1989,1,Southeastern Region,C,24580,354507,410,chinook_salmon
1989,1,Southeastern Region,C,250068,1694147,420,sockeye_salmon
1989,1,Southeastern Region,C,191879,1345766,430,coho_salmon
1989,1,Southeastern Region,C,7864318,27463190,440,pink_salmon
1989,1,Southeastern Region,C,207854,1928822,450,chum_salmon
1989,1,Southeastern Region,D,107403,2262571,410,chinook_salmon
1989,1,Southeastern Region,D,18187,107980,420,sockeye_salmon
1989,1,Southeastern Region,D,597500,3753917,430,coho_salmon
1989,1,Southeastern Region,D,2393624,8463247,440,pink_salmon
1989,1,Southeastern Region,D,262876,2173679,450,chum_salmon
1989,2,Central Region,E,32006,840826,410,chinook_salmon
1989,2,Central Region,E,1175176,7965170,420,sockeye_salmon
1989,2,Central Region,E,424980,3381790,430,coho_salmon
1989,2,Central Region,E,21886274,74978849,440,pink_salmon
1989,2,Central Region,E,1001621,8839445,450,chum_salmon
1989,2,Central Region,H,28649,669778,410,chinook_salmon
1989,2,Central Region,H,5184601,33884109,420,sockeye_salmon
1989,2,Central Region,H,351060,2310479,430,coho_salmon
1989,2,Central Region,H,1364674,4214767,440,pink_salmon
1989,2,Central Region,H,134796,992497,450,chum_salmon
1989,2,Central Region,T,39760,763964,410,chinook_salmon
1989,2,Central Region,T,28735306,163891887,420,sockeye_salmon
1989,2,Central Region,T,239834,1782740,430,coho_salmon
1989,2,Central Region,T,438,1666,440,pink_salmon
1989,2,Central Region,T,1258808,7871013,450,chum_salmon
1989,3,A-Y-K Region,W,67003,1109710,410,chinook_salmon
1989,3,A-Y-K Region,W,82628,596949,420,sockeye_salmon
1989,3,A-Y-K Region,W,556312,4051405,430,coho_salmon
1989,3,A-Y-K Region,W,819,2802,440,pink_salmon
1989,3,A-Y-K Region,W,802193,5455989,450,chum_salmon
1989,3,A-Y-K Region,X,87,1426,410,chinook_salmon
1989,3,A-Y-K Region,X,256017,2174415,450,chum_salmon
1989,3,A-Y-K Region,Y,96918,1924318,410,chinook_salmon
1989,3,A-Y-K Region,Y,,12,420,sockeye_salmon
1989,3,A-Y-K Region,Y,68405,495466,430,coho_salmon
1989,3,A-Y-K Region,Y,,60,440,pink_salmon
1989,3,A-Y-K Region,Y,1106284,7980001,450,chum_salmon
1989,3,A-Y-K Region,Z,5707,104829,410,chinook_salmon
1989,3,A-Y-K Region,Z,,1842,420,sockeye_salmon
1989,3,A-Y-K Region,Z,44091,336652,430,coho_salmon
1989,3,A-Y-K Region,Z,,439,440,pink_salmon
1989,3,A-Y-K Region,Z,,297156,450,chum_salmon
1989,4,Westward Region,K,106,2037,410,chinook_salmon
1989,4,Westward Region,K,1287663,7116033,420,sockeye_salmon
1989,4,Westward Region,K,2599,24427,430,coho_salmon
1989,4,Westward Region,K,6825111,20368219,440,pink_salmon
1989,4,Westward Region,K,19964,174622,450,chum_salmon
1989,4,Westward Region,L,3542,76698,410,chinook_salmon
1989,4,Westward Region,L,1152854,7922748,420,sockeye_salmon
1989,4,Westward Region,L,68233,559140,430,coho_salmon
1989,4,Westward Region,L,27712,94269,440,pink_salmon
1989,4,Westward Region,L,1624,11888,450,chum_salmon
1989,4,Westward Region,M,17951,321889,410,chinook_salmon
1989,4,Westward Region,M,4385820,25540026,420,sockeye_salmon
1989,4,Westward Region,M,668948,4856120,430,coho_salmon
1989,4,Westward Region,M,7299933,27395889,440,pink_salmon
1989,4,Westward Region,M,1150572,7845047,450,chum_salmon
1990,1,Southeastern Region,A,87146,1491042,410,chinook_salmon
1990,1,Southeastern Region,A,856435,5805673,420,sockeye_salmon
1990,1,Southeastern Region,A,827512,6498422,430,coho_salmon
1990,1,Southeastern Region,A,1884338,5717700,440,pink_salmon
1990,1,Southeastern Region,A,603425,5884767,450,chum_salmon
1990,1,Southeastern Region,B,89833,1511164,410,chinook_salmon
1990,1,Southeastern Region,B,1064569,6243194,420,sockeye_salmon
1990,1,Southeastern Region,B,871671,5664456,430,coho_salmon
1990,1,Southeastern Region,B,25185264,81193345,440,pink_salmon
1990,1,Southeastern Region,B,768902,7608852,450,chum_salmon
1990,1,Southeastern Region,C,48193,648006,410,chinook_salmon
1990,1,Southeastern Region,C,215918,1380421,420,sockeye_salmon
1990,1,Southeastern Region,C,348728,2695659,430,coho_salmon
1990,1,Southeastern Region,C,3350954,10470754,440,pink_salmon
1990,1,Southeastern Region,C,230697,2158455,450,chum_salmon
1990,1,Southeastern Region,D,114551,2111644,410,chinook_salmon
1990,1,Southeastern Region,D,10881,61661,420,sockeye_salmon
1990,1,Southeastern Region,D,761207,5039289,430,coho_salmon
1990,1,Southeastern Region,D,1469221,4546924,440,pink_salmon
1990,1,Southeastern Region,D,585295,4798423,450,chum_salmon
1990,2,Central Region,E,22161,569939,410,chinook_salmon
1990,2,Central Region,E,911144,5588989,420,sockeye_salmon
1990,2,Central Region,E,524296,4734896,430,coho_salmon
1990,2,Central Region,E,44164506,131520079,440,pink_salmon
1990,2,Central Region,E,967143,8909464,450,chum_salmon
1990,2,Central Region,H,17665,385469,410,chinook_salmon
1990,2,Central Region,H,3808605,23934721,420,sockeye_salmon
1990,2,Central Region,H,511036,3302966,430,coho_salmon
1990,2,Central Region,H,987300,3105558,440,pink_salmon
1990,2,Central Region,H,358148,2554740,450,chum_salmon
1990,2,Central Region,T,33993,577228,410,chinook_salmon
1990,2,Central Region,T,33444279,192301193,420,sockeye_salmon
1990,2,Central Region,T,103317,773297,430,coho_salmon
1990,2,Central Region,T,496517,1913375,440,pink_salmon
1990,2,Central Region,T,1055409,6538341,450,chum_salmon
1990,3,A-Y-K Region,W,84706,1279068,410,chinook_salmon
1990,3,A-Y-K Region,W,204374,1366102,420,sockeye_salmon
1990,3,A-Y-K Region,W,445062,2900838,430,coho_salmon
1990,3,A-Y-K Region,W,16082,51858,440,pink_salmon
1990,3,A-Y-K Region,W,522535,3601743,450,chum_salmon
1990,3,A-Y-K Region,X,32,537,410,chinook_salmon
1990,3,A-Y-K Region,X,163509,1461900,450,chum_salmon
1990,3,A-Y-K Region,Y,89412,1748233,410,chinook_salmon
1990,3,A-Y-K Region,Y,,14,420,sockeye_salmon
1990,3,A-Y-K Region,Y,31130,211499,430,coho_salmon
1990,3,A-Y-K Region,Y,743,1876,440,pink_salmon
1990,3,A-Y-K Region,Y,354091,2614781,450,chum_salmon
1990,3,A-Y-K Region,Z,8895,168745,410,chinook_salmon
1990,3,A-Y-K Region,Z,434,3226,420,sockeye_salmon
1990,3,A-Y-K Region,Z,56712,426906,430,coho_salmon
1990,3,A-Y-K Region,Z,65123,482060,450,chum_salmon
1990,4,Westward Region,K,18808,229337,410,chinook_salmon
1990,4,Westward Region,K,5247569,27307062,420,sockeye_salmon
1990,4,Westward Region,K,293819,2417040,430,coho_salmon
1990,4,Westward Region,K,5983812,19011963,440,pink_salmon
1990,4,Westward Region,K,577748,4441719,450,chum_salmon
1990,4,Westward Region,L,9901,134265,410,chinook_salmon
1990,4,Westward Region,L,2088128,13775854,420,sockeye_salmon
1990,4,Westward Region,L,130131,933745,430,coho_salmon
1990,4,Westward Region,L,550008,1675644,440,pink_salmon
1990,4,Westward Region,L,270004,1757019,450,chum_salmon
1990,4,Westward Region,M,28819,467735,410,chinook_salmon
1990,4,Westward Region,M,4813440,27609812,420,sockeye_salmon
1990,4,Westward Region,M,498562,3742660,430,coho_salmon
1990,4,Westward Region,M,3661838,11171768,440,pink_salmon
1990,4,Westward Region,M,1361949,8981110,450,chum_salmon
1991,1,Southeastern Region,A,59680,895248,410,chinook_salmon
1991,1,Southeastern Region,A,699416,4403465,420,sockeye_salmon
1991,1,Southeastern Region,A,885595,7011950,430,coho_salmon
1991,1,Southeastern Region,A,8268302,20727851,440,pink_salmon
1991,1,Southeastern Region,A,741967,6408802,450,chum_salmon
1991,1,Southeastern Region,B,87302,1549084,410,chinook_salmon
1991,1,Southeastern Region,B,1153570,6641123,420,sockeye_salmon
1991,1,Southeastern Region,B,956206,6615148,430,coho_salmon
1991,1,Southeastern Region,B,41696921,116184765,440,pink_salmon
1991,1,Southeastern Region,B,1368913,10732381,450,chum_salmon
1991,1,Southeastern Region,C,47499,708978,410,chinook_salmon
1991,1,Southeastern Region,C,191198,1169735,420,sockeye_salmon
1991,1,Southeastern Region,C,382815,2891396,430,coho_salmon
1991,1,Southeastern Region,C,8747819,22640929,440,pink_salmon
1991,1,Southeastern Region,C,350006,2800754,450,chum_salmon
1991,1,Southeastern Region,D,136130,2440602,410,chinook_salmon
1991,1,Southeastern Region,D,18692,88699,420,sockeye_salmon
1991,1,Southeastern Region,D,972070,6307335,430,coho_salmon
1991,1,Southeastern Region,D,3119362,7903418,440,pink_salmon
1991,1,Southeastern Region,D,874853,6566421,450,chum_salmon
1991,2,Central Region,E,35354,799267,410,chinook_salmon
1991,2,Central Region,E,1734344,10367964,420,sockeye_salmon
1991,2,Central Region,E,641860,5527666,430,coho_salmon
1991,2,Central Region,E,37135557,94094255,440,pink_salmon
1991,2,Central Region,E,352032,3176557,450,chum_salmon
1991,2,Central Region,H,14966,308131,410,chinook_salmon
1991,2,Central Region,H,2491717,13580568,420,sockeye_salmon
1991,2,Central Region,H,440627,2686360,430,coho_salmon
1991,2,Central Region,H,741206,1963033,440,pink_salmon
1991,2,Central Region,H,305177,2024370,450,chum_salmon
1991,2,Central Region,T,30440,471143,410,chinook_salmon
1991,2,Central Region,T,25821180,149546620,420,sockeye_salmon
1991,2,Central Region,T,117740,816831,430,coho_salmon
1991,2,Central Region,T,305,1043,440,pink_salmon
1991,2,Central Region,T,1289749,7931713,450,chum_salmon
1991,3,A-Y-K Region,W,48317,750369,410,chinook_salmon
1991,3,A-Y-K Region,W,202824,1408168,420,sockeye_salmon
1991,3,A-Y-K Region,W,557895,3601763,430,coho_salmon
1991,3,A-Y-K Region,W,588,1976,440,pink_salmon
1991,3,A-Y-K Region,W,503197,3143921,450,chum_salmon
1991,3,A-Y-K Region,X,44,714,410,chinook_salmon
1991,3,A-Y-K Region,X,239923,1951041,450,chum_salmon
1991,3,A-Y-K Region,Y,97045,1978118,410,chinook_salmon
1991,3,A-Y-K Region,Y,99497,691266,430,coho_salmon
1991,3,A-Y-K Region,Y,506684,3505471,450,chum_salmon
1991,3,A-Y-K Region,Z,6068,107541,410,chinook_salmon
1991,3,A-Y-K Region,Z,203,1469,420,sockeye_salmon
1991,3,A-Y-K Region,Z,63647,469495,430,coho_salmon
1991,3,A-Y-K Region,Z,86871,597272,450,chum_salmon
1991,4,Westward Region,K,22234,269911,410,chinook_salmon
1991,4,Westward Region,K,5702754,29155945,420,sockeye_salmon
1991,4,Westward Region,K,324860,2359566,430,coho_salmon
1991,4,Westward Region,K,16642836,48547534,440,pink_salmon
1991,4,Westward Region,K,1029057,7184371,450,chum_salmon
1991,4,Westward Region,L,3285,69649,410,chinook_salmon
1991,4,Westward Region,L,1891188,12912910,420,sockeye_salmon
1991,4,Westward Region,L,165599,1182829,430,coho_salmon
1991,4,Westward Region,L,1166638,3348533,440,pink_salmon
1991,4,Westward Region,L,260815,1674230,450,chum_salmon
1991,4,Westward Region,M,16880,277562,410,chinook_salmon
1991,4,Westward Region,M,4697428,26183602,420,sockeye_salmon
